제목,감성
"금호그룹 손실(1,186억원)이 크지 않은 점을 감안하면, 기업은행의 경상적인 대손비용(2,182억원)은 타행 대비 높은 수준이다.",NEGATIVE
한국제지의 영업이익률은 7.1%로 펄프가격 상승 부담이 예상보다 크게 작용한 것으로 판단되며 1분기 실적도 기대했던 10%의 영업이익률을 기록하기에는 무리가 있을 것으로 예상된다.,NEGATIVE
"따라서, 출하와 제품가격은 비교적 좋은 상황이지만 펄프가격 상승세가 매우 빠르게 나타나고 있는 점이 한국제지 수익성 악화의 최대 요인으로 판단된다.",NEGATIVE
"경기 회복으로 PC, 핸드셋, PMP 등 IT 수요가 호조를 보이고 있음에도 불구하고, 텔레칩스는 매출액이 감소하였다.",NEGATIVE
"이는 스마트폰, PMP 등 동사 제품이 장착되는 모바일 기기는 성능이 개선되면서 AP(Application Processor)와 같은 고성능 칩이 필요한 반면, 텔레칩스는 AP 출시 지연으로 PMP 및 핸드셋 용 부문 매출이 감소하였기 때문이다.",NEGATIVE
"특히 휴대폰용 시장에서 스마트폰, 터치폰등 다양한 기능이 강화된 고사양의 Feature Phone 시장이 확대되는 상황에서 텔레칩스는 뮤직폰, 카메라폰 등 트렌드와 다소 거리가 있는 칩 위주의 포트폴리오를 유지하였던 점이 매출 부진의 주요 원인이다.",NEGATIVE
"신세계몰은 09년 순매출액 493억원으로 전년대비 +32.2% 성장하였지만, 쇼핑몰 경쟁 심화에 따른 가격경쟁과 광고판촉비 증가로 61억원의 적자를 시현하였다.",NEGATIVE
KPX화인케미칼은 과거 2008년 20%의 높은 영업이익률에도 불구 KIKO 관련 파생상품손실 발생으로 순이익(17억원)은 급감하였다.,NEGATIVE
"실적 전망 하향, 마진압박 효과로 올해 삼성카드의 실적은 전년에 비해 감소할 것으로 전망한다.",NEGATIVE
"중국의 PTA 증설 물량, 반덤핑 관세 규제, 원화강세에 따른 수출가격 경쟁력 악화 등 케이피케미칼의 실적 악화 요인들이 상존함.",NEGATIVE
STX팬오션의 4분기 연결기준 실적은 해외법인의 실적부진으로 당사 예상을 하회했다.,NEGATIVE
악재가 사라졌음에도 한솔제지의 주가 반등이 미약한 이유는 펄프가격 상승에 따른 수익성 악화가 우려되기 때문이다.,NEGATIVE
"부정적인 소비관련 매크로 변수에 대한 우려 때문에 최근 1개월과 3개월간 한섬의 절대주가는 각각 7.9%, 11.7% 하락했고, 동기간 KOSPI대비 각각 2.7%p, 12.8%p 초과 하락했다.",NEGATIVE
한화석화의 4분기 영업이익의 감소는 평균환율의 하락과 원재료인 에틸렌 등의 가격 강세에 따른 spread 축소가 원인으로 판단된다.,POSITIVE
"이 상품에는 카드사용액에 연동하는 통신요금할인 서비스 및 기존 SK 그룹의 멤버쉽 포인트(T 멤버쉽/OK 캐쉬백 탑재) 등을 사용, 적립할 수 있게끔 할 것이다.",NEUTRAL
LG전자는 약 25개 내외 스마트폰 모델 중 70% 수준을 구글 OS 적용할 것으로 추정된다.,NEUTRAL
KOSPI 대비 초과상승 불구 추가 상승여력 30% 이상 2월초 저점(2월 8일)대비 종합주가지수(KOSPI)는 +5% 상승한데 반해 호남석유의 주가상승률은 +19.4%로 크게 아웃퍼폼(Outperform)하였다.,POSITIVE
3 월 판매가격 하락 및 재고효과로 풍산은 Metal Loss 발생이 불가피해 보인다.,NEGATIVE
"한솔LCD의 실적은 2007년과 2008년 각각 고객 사 내 M/S 감소, 글로벌 경기 악화로 부진한 모습을 보였다.",NEGATIVE
KB금융은 전일 사외이사 후보추천위원회와 이사회를 열어 3명의 사외이사 후보를 최종 확정했다.,NEUTRAL
신임 회장이 선임될 경우 외환은행에 대한 인수 가능성이 재부각되면서 그동안 수면 아래로 가라앉았던 M&A 모멘텀이 되살아날 수 있을 전망이다.,NEUTRAL
따라서 타OEM 수주의 진행 속도 및 규모 여부가 향후 한라공조의 Re-Valuation을 좌우하는 핵심 요소가 될 것으로 판단된다.,NEUTRAL
"한라공조의 4분기 영업이익률은 3.3%를 기록했으며, 1)환율하락(3분기 평균환율 1,241원/달러→4분기 평균환율 1,169원/달러)에 따른 매출액 감소 영향과 2)알루미늄 가격 상승(+10%, LME기준) 등과 같은 원재료 가격 상승에 기인한 것으로 풀이된다.",NEGATIVE
"딜러 출고분 1,300 대중 단 한대에서 그와 같은 현상이 발생했으나, 현대차 측이 선제적 조치를 취한 것이 기사의 발단이 된 것으로 보인다.",NEUTRAL
금융위기 이전보다 이자자산이 늘어나 기초이익이 확대 금융위기가 불어닥친 2008년 3Q부터 은행들은 대출자산을 늘리지 않고 유지하는 정도에서 성장률을 맞춰가고 있다. 하지만 기업은행은 정부 정책에 동조하면서 이자자산을 계속 늘려왔다.,NEUTRAL
"우선 동아제약의 전문의약품 매출 비중은 57.8%(09년 기준 4,631억원)로 나머지 42%의 매출은 정부의 각종 규제에서 자유롭다고 할 수 있다.",NEUTRAL
"그리고 소빅스도 신제품 출시와 한계제품 철수로, 매출은 10% 감소하였다.",NEGATIVE
4분기 영업외 손실 규모는 125억원으로 자회사인 페르마에듀의 영업권 상각 잔여분 전액을 추가 계상하였으며 이에 따라 페르마에듀와 관련된 영업권 상각은 2009년에 종료되었다.,NEUTRAL
하나투어는 수탁금 대비 항공권 대매 수익 비율이 1.6%로 3.2%였던 평년에 비해 절반으로 하락했다.,NEGATIVE
우리금융은 현 PBR이 0.75배로 업종 평균을 크게 하회하고 있는데 이러한 저평가의 배경은 예보의 소수지분 매각 예정으로 인한 Overhang 우려 때문으로 추정된다.,NEGATIVE
우리금융 민영화를 위해서는 소수지분 처리가 선행되어야 하는데 과거의 매각 가격에 집착하다 보면 조기 민영화에 차질을 빚을 수 있기 때문이다.,NEUTRAL
하반기부터 TV 업체들간의 경쟁 심화로 TV용 부품의 수익성이 악화되고 신규 LED 공장의 감가상각비가 상반기 대비 85.7% 증가함에 따라 LG이노텍의 하반기 실적은 2009년처럼 상반기 대비 악화될 것으로 예상된다.,NEGATIVE
향후 셀트리온는 이 결과를 토대로 동물 독성시험 및 임상시험을 진행해 2011년 상반기까지 임상을 완료할 예정이다.,NEUTRAL
"매각 완료까지 수개월이 소요될 것으로 보이며, 인수후보로 KB 금융지주가 유력하기는 하나, 해외매각 가능성도 상당히 높은 것으로 판단된다.",NEUTRAL
"KB 금융의 경우 일련의 사건 이후 현재 조직 안정화가 진행 중인데다, 아무래도 지주회장 공석에 따른 강력하고 안정적인 리더십의 부재가 M&A 와 같은 특수한 상황에서 아쉬울 수밖에 없다.",NEGATIVE
"두번째로는 외환은행의 대주주 특성상 가장 중요한 요건은 결국 매각가격일 텐데, 이미 경제외적인 이유로 절호의 매각기회를 놓친 적이 있기 때문에 이번에는 외부입김이 최소화 될 것으로 보인다.",NEUTRAL
현대상사의 매출액은 환율하락에 따른 부정적인 효과로 전년비 소폭 감소가 불가피할 전망이다.,NEGATIVE
"2월에는 설을 전후하여 현대하이스코는 순천공장의 설비보수공사를 실시한 결과 생산, 판매가 전월에 비해 다소 감소했다.",NEGATIVE
"LG의 ‘10년 1분기 실적은 매출 4,070억원, 영업이익 3,765억원, 순이익 3,682억원으로 추정됨. LG가 향후 M&A에 참여하여 자금이 유출될 가능성은 극히 낮아 보임.",NEUTRAL
"하이닉스는 DRAM 가격의 상승에 따른 수익성 개선이 지속됨에도, 잠재적 오버행이슈에 따른 부담이 작용되었다.",NEGATIVE
"한국제지의 수익성이 악화된 주된 이유는 펄프가격 상승 때문으로, 2월달 펄프가격도 약 720달러로 지난해 4월 이후로 지속적인 상승세가 나타나고 있다.",NEGATIVE
그리고 제품가격 인상폭이 낮은 점과 타 사 대비 수출비중이 낮은 점도 한국제지의 마진율 하락을 심화시킨 것으로 판단된다.,NEGATIVE
"하이닉스 주가는 반도체 업황 호조와 이에 따른 실적 개선에도 불구하고, 채권단 지분 매각 이슈로 약세를 보였다.",NEGATIVE
"삼성전기는 10년 하반기에 LED 칩부문의 공급과잉 우려, 세트업체의 단가인하 압력이 예상된다.",NEGATIVE
"봉형강, 가격인상 환경 조성될 것 현대제철의 1분기 영업이익은 1,304억원으로, 전분기대비 31% 감소할 것으로 예상된다.",NEGATIVE
전세계적인 신종플루 사태가 진정된 상황에서 녹십자의 폭발적인 실적 역시 2010년 1분기로 일단락되었다고 할 수 있어 2011년 이후 실적 감소가 불가피해 보인다.,NEGATIVE
또한 파워로직스는 부실자회사 처분 및 기타채권에 대한 대손상각비 인식 등으로 영업외비용도 크게 발생하였다.,NEGATIVE
"4Q09 대규모 적자가 발생 하였으나, 차입금의존도 개선(45%→28%) 및 부실자산정리 완료로 재무구조가 크게 개선되어 현 시점은 파워로직스가 펀더멘털에 입각한 정당한 기업가치를 받을 시점이라고 판단된다.",NEUTRAL
"한국제지의 사업구조는 1) 백상지 생산 비중이 높아서 경쟁사 대비 펄프사용비중이 더 크고, 2) 펄프가격 상승에 따른 단가 인상이 수월한 수출 부문의 비중이 작다.",NEUTRAL
건물은 2011년말에 완공될 예정인데 풍산은 4개층을 사옥으로 사용하고 나머지 11개층은 임대할 계획이다.,NEUTRAL
금융위기 후 체질이 달라졌다: 재무 안정성 강화+주택 리스크 클린화 대림산업는 금융위기를 거치면서 유동성과 재무 안정성이 오히려 지속적으로 개선되었다.,POSITIVE
"또한 대림산업은 과거 2년간 주택관련 잠재 부실을 충실히 선반영해 왔으며, 미분양과 PF 지급보증에 대한 리스크도 상당부분 감소했다.",POSITIVE
2009년 낮은 정제 마진의 지속으로 SK에너지는 2Q09부터 연속 3분기 정유 사업 부문 적자를 기록하였음.,NEGATIVE
손해율이 높은 저축성 상품 비중이 낮아 메리츠화재의 손해율은 타사 대비 낮은 수준을 유지하고 있다.,POSITIVE
"메리츠화재의 장기보험 위험손해율(88.0%→91.3%→85.8%, 누적 83.9%)은 여전히 높은 수준에서 유지되고 있어 추가적인 수익성 개선을 제한하고 있다.",NEGATIVE
"또 세방의 과거 7년간 화물운송과 항만하역의 매출액 CAGR은 각각 12.7%, 5.5%을 기록하여 한국의 GDP증가율을 상회하고 있어 향후에도 GDP 성장률보다 높은 매출 증가세가 예상된다.",POSITIVE
"3. IFRS 도입 시 수혜 예상 세방은 1998년에 재평가한 토지(선릉역 3번출구 본사 23층빌딩-390평 토지를 포함하여 총 84,000평 규모) 재평가 시 장부가 증가가 예상된다.",POSITIVE
"카메라모듈 시장이 고화소급 시장의 성장 지연과 스펙 하락으로 파트론의 성장율, 마진율이 감소하고 있다.",NEGATIVE
포스코와 같이 원료의 대부분을 수입에 의존하는 경우 중기적으로 주가할인 요인이 발생했다.,NEGATIVE
"다음의 영업이익률 가이던스는 작년 18.2%의 영업이익률을 감안하면, 오버츄어로의 파트너 변경과 매출액 성장을 감안하면, 시장의 기존 기대치보다는 낮은 수준으로 판단된다.",NEGATIVE
동국제강의 1분기 영업이익은 전분기대비 감소가 예상된다. 이는 시장에서 이미 인지하고 있는 대로 철근과 후판 업황이 부진하기 때문이다.,NEGATIVE
후판은 생산자 우위의 시장에서 수요자 우위의 시장으로 전환되어 원재료인 슬래브 가격 상승분을 제품가격에 반영하기가 쉽지 않다고 판단된다.,NEGATIVE
휴맥스의 주가는 약세를 면치 못하고 있다. 원/유로와 원/달러 환율의 약세 및 주 매출처 중 하나인 유럽의 경기부진에 대한 우려 때문인 것으로 판단된다.,NEGATIVE
중장기적으로 대형 발전플랜트 EPC 업체로서의 입지를 확고히 해야 하는 현대중공업의 입장에서 라빅 발전소 건은 포기할 수 없는 기회 요인이다.,NEUTRAL
지난 09년 11월에 발생한 화재로 MLB 생산이 일부 가동 중단되면서 외부생산비중을 높여 대덕GDS은 추가적인 비용(1분기에 약 80억원 추정)이 발생하였다.,NEGATIVE
"일단, 지난 해부터 지속된 각 사업부의 비용절감 및 제품믹스 변경에 따른 이익률 개선이 지속되고 있는 점, 시가총액의 약 78%에 달하는 현금성 자산 및 매도유가증권, 5%대의 배당수익률을 고려하면 현재 대교의 주가는 충분한 저평가 구간으로 판단된다.",POSITIVE
"한화석화는 계절적 성수기인 2Q에 에틸렌 가격 안정속에 LDPE의 마진 회복세가 기대되나, 1Q 구입한 고가 에틸렌 영향으로 1Q 대비 영업이익이 소폭 감소할 것으로 보인다.",NEGATIVE
그러므로 무림P&P는 2011 년부터는 전혀 다른 매출 및 비용 구조를 가진 회사가 될 전망이다.,NEUTRAL
무림P&P의 수익성은 일관화공장 건설 및 가동 시점부터 수율이 정상화되는 2011 년 상반기에는 일시적으로 하락할 것으로 예상된다.,NEGATIVE
하나투어의 회계 방침상 3 월 말에 출발하여 4 월에 도착하는 일정은 4 월 실적으로 계상된다.,NEUTRAL
그러나 올해는 3 월에서 4 월로 이월되는 금액(Cut-off)이 이미 15 여억원인데다가 당시 하나투어 패키지 송출객인 30 만명에 육박하는 송출객을 기록할 것으로 예상되어 하나투어는 사상 최고 실적을 달성할 전망이다.,POSITIVE
1분기에 외주 비용 증가로 인해 대덕GDS의 영업이익률은 3%대에 그칠 것으로 예상된다.,NEGATIVE
"04년부터의 통계를 보면 SK텔레콤은 1Q에 가장 적은 마케팅비용을 지출하는데, 09년 4Q부터 이어진 스마트폰의 열풍에 의해 1Q10에도 마케팅비용을 많이 지출하여 영업이익은 전년동기대비 감소할 것으로 보인다.",NEGATIVE
SK네트웍스의 영업이익이 큰 폭으로 감소한 이유는 환율하락에 따른 마진 축소와 지난해 영업 양도한 네트워크 사업부문의 이익소멸 때문이다.,NEGATIVE
메모리 경기는 06년 하반기를 고점으로 2년 반 동안의 극심한 불황을 겪었다.,NEGATIVE
"스마트폰의 경쟁심화에 따른 무선분야 마케팅비의 증가추세가 이어지고 있고, 1Q09에는 합병준비로 인해 KT의 마케팅이 미비하여 영업이익이 높았기 때문에, KT의 영업이익은 상대적으로 감소할 것으로 전망된다.",NEGATIVE
"GS건설은 2008년 말 이래로 미분양과 PF 대출잔액이 꾸준히 감소했으며, 3Q08 이후 유동성 보강에 집중하면서 1.5조원에 달하는 풍부한 현금을 확보하고 있다.",POSITIVE
대덕GDS 매출감소의 이유를 살펴보면 1) 서머너즈워의 2차 대규모업데이트인 ‘이계의 틈’ 이후 컨텐츠가 대부분 소진되어 유저들의 결제 욕구가 감소되었고 2) 상반기 마케팅비 감소에 따라 기존의 신규유저 유입효과가 반감되었다.,NEGATIVE
"새론오토모티브의 실적이 예상치를 하회화는 배경으로서 1) 해외전략 고객 신모델용 카메라모듈이 공정상의 병목 현상으로 인해 출하가 지연됐고, 2) HDI 등 국내 주고객향 스마트폰 부품이 고전하고 있으며, 3) 원화 강세와 함께 환율 여건이 부정적으로 조성됐기 때문이다.",NEGATIVE
"새론오토모티브의 반기말 기준 재고가 증가한 것으로 보아 전방 수요 둔화로 수주 물량의 선적 지연이 있었던 것으로 판단되며, 원재료 가격상승에 따른 원가율이 증가했을 것으로 예상되기 때문이다.",NEGATIVE
"3분기 실적이 전년 동기의 낮은 기저로 개선되지만, 상반기 부진과 전년 4분기의 높은 기저, 그리고 부정적 환율 변화 등을 감안할 때 LS의 연간 실적은 전년 대비 부진할 전망이다.",NEGATIVE
"3Q16 실적 부진 우려로 하락한 주가. 삼성SDI의 주가는 기존 제품에 대한 재고 조정과 이에 따른 3Q16 실적 부진 우려로, 전 고점대비 -22% 하락했다.",NEGATIVE
"2분기 기준 91.7%였던 농심의 3분류 제품 시장점유율이 경쟁 심화로 3분기에 91.0%, 4분기에 90.4%로 소폭 감소할 것으로 예상된다.",NEGATIVE
"2) 코라오홀딩스 3Q16 매출 QoQ (-) 요인은 ① 뮤오리진 국내 매출 감소 전망(매출순위는 유지되고 있으나 매출은 감소 추이), ② 전민기적 중국 로열티 매출 감소 전망, ③ R2, 샷온라인, 메틴2 등 주요 PC게임 대부분 3Q16은 비수기로서 감소 전망 등이 있다.",NEGATIVE
"3) 3Q16 코라오홀딩스의 연결매출이 전분기 대비 3.8% 정도 감소할 것으로 추정하는 것은 기존게임의 매출 감소 규모가 샷온라인 모바일, 뮤오리진 Western 등 신작의 신규 매출기여 규모보다 클 것으로 예상하기 때문이다.",NEGATIVE
인터플렉스는 일시적인 매출 차질 및 올해 수주목표 달성의 불확실성이 제기되었다.,NEGATIVE
수리온 납품 중단에 따른 불확실성이 해소되기 전까지 인터플렉스에 대해 보수적인 접근 권고,NEGATIVE
"2분기 대비 미국 달러가 3% 하락, 영국 파운드가 12% 이상 하락, 유로도 3% 하락한 것이 LG의 수익성 악화의 주요 원인인 것으로 분석된다.",NEGATIVE
"3Q16 Preview: 영업이익률 4.4% 전망 LIG손해보험의 3분기 실적은 시장 기대치를 하회할 전망이다(영업이익 기준 -16%). 매출액/영업이익은 각각 1%/28% (YoY) 감소한 1.8조원/799억원(OPM 4.4%, -1.7%p (YoY))으로 예상한다.",NEGATIVE
"외형 감소에 따른 고정비 부담 상승과 고마진 엔진부품 수출의 감소로 Mix 악화, 신 공장 초기의 적자 등으로 제이콘텐트리의 영업이익률은 4.3%(-2.0%p (YoY))로 하락할 것이다.",NEGATIVE
"전사적 경영효율화 및 대규모 자산 감액에 따른 고정비 부담 축소, 중대형 전지의 규모의 경제 확대에 힘입어 제이콘텐트리의 영업 실적이 우상향해 갈 것이라는 예측에서 벗어나고 있다.",NEGATIVE
"과거 사례를 볼 때, 이 같은 파장은 두세 분기 이상 이어질 가능성이 높아 현대제철의 내년 실적 전망치도 매출 3.9%, 영업이익 4.3%, 순이익 7.0% 하향조정 한다.",NEGATIVE
또 중국 내 매장(약 200여개)의 대부분이 백화점과 쇼핑몰에 입점해있는데 최근 전자상거래 시장 확대로 오프라인 유통채널의 입지가 감소하고 있다는 점도 신세계의 실적에 악영향으로 작용할 전망이다.,NEGATIVE
티씨케이의 주가는 2016년 4월 대규모 증설 발표 후 가치를 반영하는 듯 했지만 현재는 2016년 4월27일 고점대비 20%-30% 낮은 가격에 거래되고 있다.,NEGATIVE
3Q16 Preview: 영업이익률 5.9% 전망 티씨케이의 3분기 실적은 노조 파업의 여파로 기대치에 미달할 것으로 보인다(영업이익 기준 -10%). 3분기 출하/판매대수는 각각 108.5만대/119.6만대로 전년 동기대비 -3%/+1% 변동하였다.,NEGATIVE
"현대차에 PER 배수를 다소 높게 준 이유는 1)경쟁 기업의 감소로 수주 마진이 개선되고 있으며, 2)LNG는 미래의 연료로 부각되고 있어 HRSG 수요는 해마다 늘어날 것으로 기대되고 있기 때문이다.",POSITIVE
LG전자 실적 악화의 주요 원인은 상대적으로 수익성이 높은 아이패드향 D-IC와 모바일향 TDDI 공급량이 세트 수요 둔화로 인해 큰 폭으로 감소하며 제품 믹스가 악화되었기 때문이다.,NEGATIVE
"또한, 2분기 말 기준 669명이었던 직원수가 3분기 들어 730명까지 확대되었고, 모바일 관련 RD 투자 비용이 증가한 점도 LG전자의 수익성 악화 주요 원인으로 작용했다.",NEGATIVE
"16년 4분기에도 전반적인 외형 성장이 제한될 것으로 예상하는 가운데 인력 충원, RD 투자 확대, 성과급 지급 등 비용 요인들이 증가하며 LG전자는 수익성 개선이 어려울 것으로 판단한다.",NEGATIVE
"매출액은 기대에 못 미쳤고, 대규모 리콜 비용이 발생했음에도 불구하고 LG전자의 영업이익이 시장 기대 수준을 상회했다는 것은 결국 상당히 적극적인 비용절감과 효율화의 덕분인 것으로 해석된다.",POSITIVE
"그러나, 1) 하반기부터 성장을 위한 비용이 증가하면서 전년 메르스 기저에도 영업이익 증가율은 32%에 불과하고, 2) 2017년에는 감익이 예상되며, 3) 마카오 대비 약 27% 할인 받는 상대적 매력에도 ‘16년/’17년 예상 P/E가 각각 20배/32배로 절대적인 밸류에이션이 낮지 않아 대한항공은 부진한 주가 흐름이 지속되고 있다.",NEGATIVE
"목표주가 하향, 그러나 낙폭 과대 구간 주고객사 하반기 신제품 효과에 따른 기대감이 사라지고, 실적 성장세가 둔화되어 삼성전자의 목표주가를 23,000원(17년 예상 EPS 기준 9배로 추정)으로 하향한다.",NEGATIVE
"판매 중단에 따른 영업이익 감소, 총 3.3조원 예상갤럭시노트7 판매 중단에 따른 삼성전자 전사 영업이익 감소 폭은 4Q16 6,800억원, 2017년 2조 6,335억원이 될 것으로 추정된다.",NEGATIVE
"갤럭시노트7 관련 직접비용 및 손실은 삼성전자 3Q16 실적에 모두 반영되었지만 4Q16 실적에 단종에 따른 기회손실, 이미지타격에 따른 다른 갤럭시시리즈 판매 영향 등 여진은 남아 있다.",NEGATIVE
"공중파 시청률 하락과 T커머스 확대 등으로 TV채널의 감소폭이 예상보다 컸고, 무수익 취급고 축소 정책 등으로 모바일 성장률까지 둔화되면서 CJ 외형성장률의 회복은 예상보다 늦어졌다.",NEGATIVE
"3분기 특수강 출하량 42.4만톤(-5.8% YoY), 평균판매단가 80.4만원(-8.8%) 예상3분기 주요 고객사의 파업 영향으로 현대제철의 특수강 출하량은 전년 동기 대비 5.8% 줄어든 42.2만톤을 기록할 전망이다.",NEGATIVE
"기초소재는 납사 하락에 따른 (-)lagging효과 600억원, 엔화/원화 강세에 따른 악영향 700억원 등이 반영되며 2Q 대비 약세를 보였다.",NEGATIVE
"삼원강재 목표주가 10만원으로 하향, 중국에 대한 꾸준한 관찰 필요: 3Q16 실적에 반영될 것으로 예상 되는 과징금을 포함해 국내 가치를 하향했고 중국 역시 실적 추정 및 Target PSR 하향을 반영했다.",NEGATIVE
"3Q16는 주요 거점지역(중국/유럽/북미)의 대행물량 감소 및 환율(파운드 약세) 영향 등이 맞물리며, 10년 연결실적 반영 이래 첫 역성장(YoY)임을 상기하자. 4Q16도 기대치에 못 미칠 ‘Organic Growth’(+2.6%YoY)는 코리아써키트 실적 개선에 부담 요인으로 작용할 전망이다.",NEGATIVE
"아쉬운 점은 신세계의 면세점과 방판 매출 성장이 전년 동기대비 둔화되었는데, 일시적 요인이 아닐 수 있어 기대치는 다소 낮추고 가는 것이 바람직할 것으로 판단된다.",NEGATIVE
"대한항공의 송객 수는 42% (YoY) 성장했지만, 1) 일본의 성장 폭이 높아 패키지 ASP가 약 17% 하락한 것으로 추정되며, 2) 면세점의 영업적자도 약 59억원으로 여전히 높기 때문이다.",NEGATIVE
"현대차는 매출액 증감률에 비해 영업이익 감소폭이 컸는데 이는 1) 국내공장에서 파업에 따른 생산차질로 가동률이 저하되면서 고정비 부담이 높아졌고, 2) 금융부문 수익성이 악화되었으며, 3) 판관비에서는 마케팅비(판촉 경쟁 심화), 경상연구비(신차 및 친환경차 관련) 등이 증가했기 때문이다.",NEGATIVE
"뒤돌아보자! 지난 2년간 LG전자의 실적 부진의 늪에 빠진 근본적인 이유가 뭔지...주가는 낮은 수준, 하지만 상대적인 매력도 낮다: 3Q16 실적을 반영하여 실적 조정 예정이다.",NEGATIVE
Action17년 상반기까지 부진 지속 전망: 2Q17까지 현대차의 실적은 내수 및 북미 지역 수요둔화와 그로 인한 경쟁 강도 상승으로 인해 부진이 지속될 것으로 전망한다.,NEGATIVE
"3Q 수요 공백에 따른 태양광 제품 가격들의 급락이 이어졌고, 중국 국경절 이후 셀/모듈 공장 가동으로 가격 반등(10/26, $13.6/kg)이 나타나고 있지만, 결국 수요 부진으로 GS건설의 상반기 수준의 가격 상승 rally가능성은 낮을 것으로 판단된다.",NEGATIVE
"한국가스공사의 4분기 영업이익은 최근 유가 반등에도 미얀마 가스전 이익 개선이 제한적이며, 암바토비 광구 추가 손실 가능성이 높아 전년대비 4.0% 감소한 800억원이 예상된다.",NEGATIVE
"와이솔은 영업외적으로는 LED 등으로부터 운휴자산상각비 472억원이 발생했는데, 이는 한계 사업에 대한 효율화 노력의 일환으로 해석할 수 있고, 향후 영업 실적 전망에 있어서는 긍정적일 것이다.",POSITIVE
기타 사업부는 6~7호선 테넌트 공실에 따른 손실과 신사업 부문 손실등으로 영업이익이 전년동기대비 47.5% 감소했다.,NEGATIVE
먼저 삼성전자 매출액의 전년동기 대비 하회 요인으로는 1)비우호적인 환율환경과 2)국내공장 파업으로 인한 내수시장 판매급감(YoY -11%) 3)신흥국 시장 부진 등이 있었던 것으로 해석된다.,NEGATIVE
"특히, 전체 단말 가입자의 견조한 증가세(QoQ +1.0%, YoY +3.4%)에도 불구하고 MVNO 포함 ARPU가 32,010원으로 QoQ -1.0%, YoY -3.4% 감소한 부분이 삼성전자 수익 감소의 주된 원인으로 보여진다.",NEGATIVE
"문제는 판관비가 예상 범위 내 통제되고 있을 뿐, 자산성장 및 NIM관리, 비이자수익 및 충당금 전입 등 모든 부분에서 대한항공의 경영계획을 크게 밑돌고 있다는 점이다.",NEGATIVE
"대림산업은 영업이익과 세전이익도 시장 기대치에 부합하지 못했는데 ① 해외원가율이 여전히 부진했고(원가율 103.7%), ② 아파트 단지 상가 미분양으로 인한 손실이 판관비에 300억원, 기타영업비용에 2400억원 발생했기 때문이다.",NEGATIVE
"3분기 대형건설사의 실적에서는 공통점을 발견할 수 있는데 ① 매출액이 시장기대치를 밑돌았고, 세전이익은 시장기대치를 하회했다는 점이다.",NEGATIVE
"2H16 실적모멘텀 하향세 기아차는 국내공장 조업차질, 해외시장 인센티브 상승 등 마진감소 영향, 신차효과 감소 등으로 인해 2016년 하반기 실적모멘텀은 상반기에 비해 약화될 전망이다.",NEGATIVE
"3Q 실적 부진, 매출 정체/자회사 적자가 실적 개선의 걸림돌 SKT는 2016년 3분기에 연결 영업이익 4,243억원(-14% YoY, +4% QoQ), 순이익 3,251억원(-15% YoY, +12% QoQ)으로 컨센서스(영업이익 4,236억원)에 부합하였지만 전년동기비 큰 폭의 이익 감소를 기록하였다.",NEGATIVE
"3분기 부진의 원인인 완성차 파업에 따른 국내 가동률 하락과 중국 사업의 부진, 그리고 신 공장 초기 적자 등은 현대차 주가에 지속적으로 반영되어 왔다.",NEGATIVE
"3Q16 Review: 영업이익률 3.7% 기록 세아베스틸의 3분기 실적은 시장 기대치를 하회했다(영업이익 기준 -22%). 매출액/영업이익은 각각 4%/43% (YoY) 감소한 1.74조원/640억원(OPM 3.7%, -2.5%p (YoY))을 기록했다.",NEGATIVE
"가동률 하락에 따른 고정비 부담 상승과 고마진 엔진부품 CKD의 감소로 Mix 악화, 그리고 신 공장의 초기 적자 등으로 세아베스틸의 영업이익률은 4.0%(-2.3%p (YoY))로 하락했다.",NEGATIVE
"세아베스틸의 주 고객군인 자동차 부품 가공 설비 수요가 정체되어 있고, 한국/중국에서 가격 경쟁도 심화 중이어서 당분간 현재의 부정적 환경이 이어질 것으로 보고 있다.",NEGATIVE
"지난해 3분기는 베링거잉겔하임에 기술이전 된 올무티닙의 계약금이 유입되면서 높은 실적을 기록했으나, 올해 상대적으로 기술료 유입이 부재하면서 유한양행은 전년대비 역성장을 나타낸 것으로 파악된다.",NEGATIVE
"다만, [애니팡3] 히트 수준이 예상에 못 미치고 있는 점을 감안하여 카카오게임즈의 4Q16 실적 전망치는 종전 전망치(매출 336억원, OP 115억원) 대비 매출은 13.7%, 영업이익은 18.3% 하향하였다.",NEGATIVE
"한화석화 실적 부진의 원인은 유가 하락(Dubai 6월 평균 $46.3→9월 $43.4)에 따른 (-)lagging 효과, 정제마진 부진, 정기보수 영향으로 정유 부문이 919억원의 영업이익을 시현하면서 당초 추정치를 하회했기 때문이다.",NEGATIVE
"올해 3분기 전반적으로 수출주에 부정적인 환율 효과가 지속되었고, 일부 공장 셧다운(PP)에 따른 물량 감소가 컸고, 대성하이텍은 NCC 규모 대비 폴리머 생산능력이 큰 가운데 외부 구입 모노머의 가격이 상승하였기 때문이다.",NEGATIVE
유한양행 금번 실적 부진의 주된 원인은 주력품목인 스티렌약가인하에 따른 영향으로 가격이 인하되면서 원가율이 급격하게 증가했고 3분기 엔화강세의 영향으로 일본에서 수입하는 원료가격이 높게 반영되면서 제조원가가 올라간 데 기인한다.,NEGATIVE
